,AutoML_solution,task,trainings_id,dataset_name,dataset_size_in_mb,absolute_balanced_accuracy,relative_balanced_accuracy,absolute_rmse,relative_rmse,dataset_rows,dataset_cols,runtime,type,missing_values,categorical_features,numerical_features,runtime_limit,failed
1265,:pycaret,:tabular_regression,650ea1e42dae03db08872cfe,sarcos.csv,13.061286,9.0,9.0,2.3513769414924686,2.3513769414924687e-05,48933,28,12.751,Regression,0,0,22,240,0
1266,:lama,:tabular_regression,650ea1e42dae03db08872cfe,sarcos.csv,13.061286,9.0,9.0,1.8482458468226535,1.8482458468226535e-05,48933,28,16.624266666666667,Regression,0,0,22,240,0
1267,:autogluon,:tabular_regression,650ea1e42dae03db08872cfe,sarcos.csv,13.061286,9.0,9.0,1.6785351668290098,1.67853516682901e-05,48933,28,68.68446666666667,Regression,0,0,22,240,0
1268,:gama,:tabular_regression,650ea1e42dae03db08872cfe,sarcos.csv,13.061286,9.0,9.0,2.7297825761685175,2.7297825761685175e-05,48933,28,216.774,Regression,0,0,22,240,0
1269,:tpot,:tabular_regression,650ea1e42dae03db08872cfe,sarcos.csv,13.061286,9.0,9.0,2.2811925300997014,2.2811925300997013e-05,48933,28,244.9069166666667,Regression,0,0,22,240,0
1270,:flaml,:tabular_regression,650ef8102dae03db08872d08,physiochemical_protein.csv,3.672509,9.0,9.0,100000.0,1.0,45730,10,0.0,Regression,0,0,10,240,1
1271,:evalml,:tabular_regression,650ef8102dae03db08872d08,physiochemical_protein.csv,3.672509,9.0,9.0,4.360545462592068,4.360545462592068e-05,45730,10,3.4434,Regression,0,0,10,240,0
1272,:lama,:tabular_regression,650ef8102dae03db08872d08,physiochemical_protein.csv,3.672509,9.0,9.0,3.7143964291604745,3.714396429160474e-05,45730,10,12.37375,Regression,0,0,10,240,0
1273,:autokeras,:tabular_regression,650ef8102dae03db08872d08,physiochemical_protein.csv,3.672509,9.0,9.0,4.606127314703411,4.606127314703411e-05,45730,10,22.313066666666668,Regression,0,0,10,240,0
1274,:pycaret,:tabular_regression,650ef8102dae03db08872d08,physiochemical_protein.csv,3.672509,9.0,9.0,3.4191654620887078,3.419165462088708e-05,45730,10,56.587333333333326,Regression,0,0,10,240,0
1275,:autogluon,:tabular_regression,650ef8102dae03db08872d08,physiochemical_protein.csv,3.672509,9.0,9.0,3.27204868640865,3.27204868640865e-05,45730,10,201.39325,Regression,0,0,10,240,0
1276,:gama,:tabular_regression,650ef8102dae03db08872d08,physiochemical_protein.csv,3.672509,9.0,9.0,3.5342447483724957,3.5342447483724955e-05,45730,10,217.62453333333332,Regression,0,0,10,240,0
1277,:tpot,:tabular_regression,650ef8102dae03db08872d08,physiochemical_protein.csv,3.672509,9.0,9.0,3.4305205750256964,3.4305205750256965e-05,45730,10,242.19583333333333,Regression,0,0,10,240,0
1278,:mljar,:tabular_regression,650ef8102dae03db08872d08,physiochemical_protein.csv,3.672509,9.0,9.0,3.516707184922009,3.516707184922009e-05,45730,10,246.18715,Regression,0,0,10,240,0
1279,:evalml,:tabular_regression,650f342b2dae03db08872d12,superconductivity.csv,24.168098,9.0,9.0,10.027256305294738,0.6988444592594175,21263,82,5.57885,Regression,0,0,82,240,0
1280,:lama,:tabular_regression,650f342b2dae03db08872d12,superconductivity.csv,24.168098,9.0,9.0,8.85497693122872,0.6171430525807483,21263,82,15.2892,Regression,0,0,82,240,0
1281,:autokeras,:tabular_regression,650f342b2dae03db08872d12,superconductivity.csv,24.168098,9.0,9.0,14.348337705819212,1.0,21263,82,36.09041666666667,Regression,0,0,82,240,0
1282,:pycaret,:tabular_regression,650f342b2dae03db08872d12,superconductivity.csv,24.168098,9.0,9.0,8.912329843550108,0.6211402342402048,21263,82,69.36651666666667,Regression,0,0,82,240,0
1283,:autogluon,:tabular_regression,650f342b2dae03db08872d12,superconductivity.csv,24.168098,9.0,9.0,8.653134458923027,0.6030757455209325,21263,82,74.31978333333333,Regression,0,0,82,240,0
1284,:mljar,:tabular_regression,650f342b2dae03db08872d12,superconductivity.csv,24.168098,9.0,9.0,8.806918325757934,0.6137936328461338,21263,82,214.97826666666666,Regression,0,0,82,240,0
1285,:gama,:tabular_regression,650f342b2dae03db08872d12,superconductivity.csv,24.168098,9.0,9.0,8.958031882736678,0.6243254143024245,21263,82,216.77313333333333,Regression,0,0,82,240,0
1286,:tpot,:tabular_regression,650f342b2dae03db08872d12,superconductivity.csv,24.168098,9.0,9.0,8.799355224244536,0.6132665263848515,21263,82,241.16989999999998,Regression,0,0,82,240,0
1287,:flaml,:tabular_regression,650f342b2dae03db08872d12,superconductivity.csv,24.168098,9.0,9.0,8.750414372694417,0.6098556189645256,21263,82,248.40283333333335,Regression,0,0,82,240,0
1288,:pycaret,:tabular_regression,650ffcac2dae03db08872d1c,california_housing.csv,1.2581,9.0,9.0,45936.64260679188,0.6954850860378285,20640,9,2.927916666666667,Regression,0,0,9,240,0
1289,:evalml,:tabular_regression,650ffcac2dae03db08872d1c,california_housing.csv,1.2581,9.0,9.0,49725.23198206967,0.7528446852184073,20640,9,3.007633333333333,Regression,0,0,9,240,0
1290,:lama,:tabular_regression,650ffcac2dae03db08872d1c,california_housing.csv,1.2581,9.0,9.0,44635.3373642189,0.6757832023729886,20640,9,10.432633333333333,Regression,0,0,9,240,0
1291,:autokeras,:tabular_regression,650ffcac2dae03db08872d1c,california_housing.csv,1.2581,9.0,9.0,66049.7881679857,1.0,20640,9,11.259916666666667,Regression,0,0,9,240,0
1292,:autogluon,:tabular_regression,650ffcac2dae03db08872d1c,california_housing.csv,1.2581,9.0,9.0,43423.72659760742,0.6574393015033905,20640,9,51.65518333333333,Regression,0,0,9,240,0
1293,:mljar,:tabular_regression,650ffcac2dae03db08872d1c,california_housing.csv,1.2581,9.0,9.0,43738.24282020556,0.6622011066707019,20640,9,178.15778333333336,Regression,0,0,9,240,0
1294,:gama,:tabular_regression,650ffcac2dae03db08872d1c,california_housing.csv,1.2581,9.0,9.0,47255.1166959978,0.7154469076541616,20640,9,216.30384999999998,Regression,0,0,9,240,0
1295,:tpot,:tabular_regression,650ffcac2dae03db08872d1c,california_housing.csv,1.2581,9.0,9.0,46759.58934332567,0.7079445769667135,20640,9,240.42531666666667,Regression,0,0,9,240,0
1296,:flaml,:tabular_regression,650ffcac2dae03db08872d1c,california_housing.csv,1.2581,9.0,9.0,43643.722713865136,0.6607700633780266,20640,9,249.57209999999998,Regression,0,0,9,240,0
1297,:evalml,:tabular_regression,65105b3f2dae03db08872d26,miami_housing.csv,1.98614,9.0,9.0,101889.58085773863,0.772807245676053,13932,17,3.55285,Regression,0,0,16,240,0
1298,:pycaret,:tabular_regression,65105b3f2dae03db08872d26,miami_housing.csv,1.98614,9.0,9.0,79365.08948856147,0.6019645551013204,13932,17,3.8838999999999997,Regression,0,0,16,240,0
1299,:autokeras,:tabular_regression,65105b3f2dae03db08872d26,miami_housing.csv,1.98614,9.0,9.0,131843.45957911597,1.0,13932,17,8.0955,Regression,0,0,16,240,0
1300,:lama,:tabular_regression,65105b3f2dae03db08872d26,miami_housing.csv,1.98614,9.0,9.0,83295.8673141261,0.6317785317529713,13932,17,8.6711,Regression,0,0,16,240,0
1301,:autogluon,:tabular_regression,65105b3f2dae03db08872d26,miami_housing.csv,1.98614,9.0,9.0,76824.80614043828,0.5826971348118912,13932,17,23.59585,Regression,0,0,16,240,0
1302,:gama,:tabular_regression,65105b3f2dae03db08872d26,miami_housing.csv,1.98614,9.0,9.0,89686.58054419339,0.6802505094336873,13932,17,216.48903333333334,Regression,0,0,16,240,0
1303,:mljar,:tabular_regression,65105b3f2dae03db08872d26,miami_housing.csv,1.98614,9.0,9.0,79003.79391344296,0.5992242176111494,13932,17,231.50696666666667,Regression,0,0,16,240,0
1304,:tpot,:tabular_regression,65105b3f2dae03db08872d26,miami_housing.csv,1.98614,9.0,9.0,89818.90415258255,0.6812541512435394,13932,17,240.36461666666668,Regression,0,0,16,240,0
1305,:flaml,:tabular_regression,65105b3f2dae03db08872d26,miami_housing.csv,1.98614,9.0,9.0,82183.73470242982,0.6233432812274879,13932,17,254.30125,Regression,0,0,16,240,0
1306,:flaml,:tabular_regression,651097112dae03db08872d30,grid_stability.csv,2.407842,9.0,9.0,100000.0,1.0,10000,14,0.0,Regression,0,0,13,240,1
1307,:evalml,:tabular_regression,651097112dae03db08872d30,grid_stability.csv,2.407842,9.0,9.0,0.01486347451453853,1.486347451453853e-07,10000,14,2.5029,Regression,0,0,13,240,0
1308,:pycaret,:tabular_regression,651097112dae03db08872d30,grid_stability.csv,2.407842,9.0,9.0,0.006420811351492843,6.420811351492843e-08,10000,14,4.342866666666667,Regression,0,0,13,240,0
1309,:autokeras,:tabular_regression,651097112dae03db08872d30,grid_stability.csv,2.407842,9.0,9.0,0.013516778679154124,1.3516778679154123e-07,10000,14,5.008116666666667,Regression,0,0,13,240,0
1310,:lama,:tabular_regression,651097112dae03db08872d30,grid_stability.csv,2.407842,9.0,9.0,0.006234964748574784,6.234964748574784e-08,10000,14,8.9969,Regression,0,0,13,240,0
1311,:autogluon,:tabular_regression,651097112dae03db08872d30,grid_stability.csv,2.407842,9.0,9.0,0.005694254399374782,5.6942543993747814e-08,10000,14,21.522016666666666,Regression,0,0,13,240,0
1312,:gama,:tabular_regression,651097112dae03db08872d30,grid_stability.csv,2.407842,9.0,9.0,0.008132554178433492,8.132554178433492e-08,10000,14,216.24245000000002,Regression,0,0,13,240,0
1313,:tpot,:tabular_regression,651097112dae03db08872d30,grid_stability.csv,2.407842,9.0,9.0,0.007431231512474389,7.43123151247439e-08,10000,14,240.6933666666667,Regression,0,0,13,240,0
1314,:mljar,:tabular_regression,651097112dae03db08872d30,grid_stability.csv,2.407842,9.0,9.0,0.006540871430552357,6.540871430552357e-08,10000,14,240.7005166666667,Regression,0,0,13,240,0
1315,:evalml,:tabular_regression,6511351a2dae03db08872d3a,cpu_activity.csv,0.977154,9.0,9.0,2.3431498301606997,0.07774979701935754,8192,22,3.629833333333333,Regression,0,0,22,240,0
1316,:pycaret,:tabular_regression,6511351a2dae03db08872d3a,cpu_activity.csv,0.977154,9.0,9.0,2.2710041304116464,0.07535587690417493,8192,22,7.177533333333333,Regression,0,0,22,240,0
1317,:lama,:tabular_regression,6511351a2dae03db08872d3a,cpu_activity.csv,0.977154,9.0,9.0,2.188934240874005,0.07263265486740271,8192,22,8.824916666666667,Regression,0,0,22,240,0
1318,:autokeras,:tabular_regression,6511351a2dae03db08872d3a,cpu_activity.csv,0.977154,9.0,9.0,7.7532357664302385,0.2572658817305898,8192,22,19.51718333333333,Regression,0,0,22,240,0
1319,:autogluon,:tabular_regression,6511351a2dae03db08872d3a,cpu_activity.csv,0.977154,9.0,9.0,2.1820129887945194,0.07240299565510092,8192,22,21.424950000000003,Regression,0,0,22,240,0
1320,:gama,:tabular_regression,6511351a2dae03db08872d3a,cpu_activity.csv,0.977154,9.0,9.0,2.3665804680283844,0.07852726643885327,8192,22,216.55516666666665,Regression,0,0,22,240,0
1321,:tpot,:tabular_regression,6511351a2dae03db08872d3a,cpu_activity.csv,0.977154,9.0,9.0,2.239913638742752,0.07432424017938095,8192,22,240.41393333333332,Regression,0,0,22,240,0
1322,:mljar,:tabular_regression,6511351a2dae03db08872d3a,cpu_activity.csv,0.977154,9.0,9.0,2.2130636626369813,0.07343331115498515,8192,22,246.26368333333332,Regression,0,0,22,240,0
1323,:flaml,:tabular_regression,6511351a2dae03db08872d3a,cpu_activity.csv,0.977154,9.0,9.0,30.137053985842822,1.0,8192,22,250.90978333333334,Regression,0,0,22,240,0
1324,:gama,:tabular_regression,651175572dae03db08872d44,white_wine.csv,0.30208300000000005,9.0,9.0,100000.0,1.0,4898,12,0.0,Regression,0,0,12,240,1
1325,:pycaret,:tabular_regression,651175572dae03db08872d44,white_wine.csv,0.30208300000000005,9.0,9.0,0.574579882014961,5.74579882014961e-06,4898,12,1.6104333333333334,Regression,0,0,12,240,0
1326,:evalml,:tabular_regression,651175572dae03db08872d44,white_wine.csv,0.30208300000000005,9.0,9.0,0.6464667305068469,6.464667305068469e-06,4898,12,3.1525833333333333,Regression,0,0,12,240,0
1327,:lama,:tabular_regression,651175572dae03db08872d44,white_wine.csv,0.30208300000000005,9.0,9.0,0.591448775089122,5.91448775089122e-06,4898,12,8.739433333333332,Regression,0,0,12,240,0
1328,:autokeras,:tabular_regression,651175572dae03db08872d44,white_wine.csv,0.30208300000000005,9.0,9.0,0.7596583201315777,7.596583201315778e-06,4898,12,8.907866666666667,Regression,0,0,12,240,0
1329,:autogluon,:tabular_regression,651175572dae03db08872d44,white_wine.csv,0.30208300000000005,9.0,9.0,0.5985908496573217,5.985908496573217e-06,4898,12,12.399983333333333,Regression,0,0,12,240,0
1330,:mljar,:tabular_regression,651175572dae03db08872d44,white_wine.csv,0.30208300000000005,9.0,9.0,0.6608590574983073,6.608590574983073e-06,4898,12,215.308,Regression,0,0,12,240,0
1331,:tpot,:tabular_regression,651175572dae03db08872d44,white_wine.csv,0.30208300000000005,9.0,9.0,0.5668015570744676,5.668015570744676e-06,4898,12,240.33585,Regression,0,0,12,240,0
1332,:flaml,:tabular_regression,651175572dae03db08872d44,white_wine.csv,0.30208300000000005,9.0,9.0,0.5593348025422795,5.593348025422795e-06,4898,12,247.8663,Regression,0,0,12,240,0
1333,:lama,:tabular_regression,6511b9042dae03db08872d4e,abalone.csv,0.21285400000000002,9.0,9.0,2.159796349071503,0.9488066136578439,4177,9,2.2304666666666666,Regression,0,0,9,240,0
1334,:pycaret,:tabular_regression,6511b9042dae03db08872d4e,abalone.csv,0.21285400000000002,9.0,9.0,2.237562981700569,0.9829697862144038,4177,9,2.4060333333333332,Regression,0,0,9,240,0
1335,:evalml,:tabular_regression,6511b9042dae03db08872d4e,abalone.csv,0.21285400000000002,9.0,9.0,2.2180333158389898,0.9743903309616156,4177,9,2.4120166666666667,Regression,0,0,9,240,0
1336,:autokeras,:tabular_regression,6511b9042dae03db08872d4e,abalone.csv,0.21285400000000002,9.0,9.0,2.276329357301848,1.0,4177,9,4.1289,Regression,0,0,9,240,0
1337,:tpot,:tabular_regression,6511b9042dae03db08872d4e,abalone.csv,0.21285400000000002,9.0,9.0,2.120906554571485,0.9317221814884524,4177,9,5.58235,Regression,0,0,9,240,0
1338,:autogluon,:tabular_regression,6511b9042dae03db08872d4e,abalone.csv,0.21285400000000002,9.0,9.0,2.12277289321978,0.9325420710366447,4177,9,5.680766666666667,Regression,0,0,9,240,0
1339,:mljar,:tabular_regression,6511b9042dae03db08872d4e,abalone.csv,0.21285400000000002,9.0,9.0,2.1429905764503534,0.9414237748927764,4177,9,170.64385,Regression,0,0,9,240,0
1340,:gama,:tabular_regression,6511b9042dae03db08872d4e,abalone.csv,0.21285400000000002,9.0,9.0,2.100614588041769,0.9228078447011924,4177,9,216.24408333333335,Regression,0,0,9,240,0
1341,:flaml,:tabular_regression,6511b9042dae03db08872d4e,abalone.csv,0.21285400000000002,9.0,9.0,2.1975556221614694,0.9653944035437165,4177,9,241.86751666666666,Regression,0,0,9,240,0
1342,:evalml,:tabular_regression,6511fae12dae03db08872d58,auction_verification.csv,0.106877,9.0,9.0,1390.3513966471344,0.1594896205898789,2043,9,2.1929000000000003,Regression,0,2,6,240,0
1343,:pycaret,:tabular_regression,6511fae12dae03db08872d58,auction_verification.csv,0.106877,9.0,9.0,285.06799393525074,0.03270064409953621,2043,9,4.032266666666667,Regression,0,2,6,240,0
1344,:lama,:tabular_regression,6511fae12dae03db08872d58,auction_verification.csv,0.106877,9.0,9.0,586.4919296090374,0.06727750664899806,2043,9,6.512866666666667,Regression,0,2,6,240,0
1345,:autokeras,:tabular_regression,6511fae12dae03db08872d58,auction_verification.csv,0.106877,9.0,9.0,8717.503944801316,1.0,2043,9,6.767283333333333,Regression,0,2,6,240,0
1346,:autogluon,:tabular_regression,6511fae12dae03db08872d58,auction_verification.csv,0.106877,9.0,9.0,314.96560781326536,0.03613025125168944,2043,9,17.048,Regression,0,2,6,240,0
1347,:tpot,:tabular_regression,6511fae12dae03db08872d58,auction_verification.csv,0.106877,9.0,9.0,303.2564340602792,0.03478707161826135,2043,9,159.09021666666666,Regression,0,2,6,240,0
1348,:gama,:tabular_regression,6511fae12dae03db08872d58,auction_verification.csv,0.106877,9.0,9.0,323.07950670843906,0.03706101066935651,2043,9,216.36771666666667,Regression,0,2,6,240,0
1349,:flaml,:tabular_regression,6511fae12dae03db08872d58,auction_verification.csv,0.106877,9.0,9.0,276.9104543953609,0.031764878587809124,2043,9,242.1239,Regression,0,2,6,240,0
1350,:mljar,:tabular_regression,6511fae12dae03db08872d58,auction_verification.csv,0.106877,9.0,9.0,392.49685326383565,0.04502399491289031,2043,9,244.33311666666665,Regression,0,2,6,240,0
1351,:pycaret,:tabular_regression,651287852dae03db08872d62,red_wine.csv,0.096797,9.0,9.0,0.5377220471581949,0.5290469670565038,1599,12,1.3497999999999999,Regression,0,0,12,240,0
1352,:lama,:tabular_regression,651287852dae03db08872d62,red_wine.csv,0.096797,9.0,9.0,0.555460525865776,0.5464992705468259,1599,12,1.7388333333333332,Regression,0,0,12,240,0
1353,:evalml,:tabular_regression,651287852dae03db08872d62,red_wine.csv,0.096797,9.0,9.0,0.6086112701522536,0.5987925328561621,1599,12,2.353933333333333,Regression,0,0,12,240,0
1354,:autogluon,:tabular_regression,651287852dae03db08872d62,red_wine.csv,0.096797,9.0,9.0,0.5699738588633221,0.5607784596647196,1599,12,3.2973166666666667,Regression,0,0,12,240,0
1355,:autokeras,:tabular_regression,651287852dae03db08872d62,red_wine.csv,0.096797,9.0,9.0,1.0163975613544434,1.0,1599,12,9.127433333333332,Regression,0,0,12,240,0
1356,:tpot,:tabular_regression,651287852dae03db08872d62,red_wine.csv,0.096797,9.0,9.0,0.538879334823669,0.530185584177871,1599,12,214.49945,Regression,0,0,12,240,0
1357,:gama,:tabular_regression,651287852dae03db08872d62,red_wine.csv,0.096797,9.0,9.0,0.5321430728666868,0.5235579984642595,1599,12,216.59323333333333,Regression,0,0,12,240,0
1358,:mljar,:tabular_regression,651287852dae03db08872d62,red_wine.csv,0.096797,9.0,9.0,0.6324555320336759,0.6222521148032574,1599,12,228.52021666666667,Regression,0,0,12,240,0
1359,:flaml,:tabular_regression,651287852dae03db08872d62,red_wine.csv,0.096797,9.0,9.0,0.5296281198205105,0.5210836192038204,1599,12,241.46928333333332,Regression,0,0,12,240,0
1360,:lama,:tabular_regression,6512cec02dae03db08872d6c,solar_flare.csv,0.056662,9.0,9.0,0.7928894259285146,0.7873895484954732,1066,13,0.7958833333333334,Regression,0,8,3,240,0
1361,:pycaret,:tabular_regression,6512cec02dae03db08872d6c,solar_flare.csv,0.056662,9.0,9.0,0.7986519544587668,0.7931121052470833,1066,13,0.9051833333333333,Regression,0,8,3,240,0
1362,:autogluon,:tabular_regression,6512cec02dae03db08872d6c,solar_flare.csv,0.056662,9.0,9.0,0.8423006257685658,0.8364580075521905,1066,13,2.415316666666667,Regression,0,8,3,240,0
1363,:evalml,:tabular_regression,6512cec02dae03db08872d6c,solar_flare.csv,0.056662,9.0,9.0,0.7882767850309974,0.7828089031811348,1066,13,2.8739333333333335,Regression,0,8,3,240,0
1364,:autokeras,:tabular_regression,6512cec02dae03db08872d6c,solar_flare.csv,0.056662,9.0,9.0,0.8220594540882906,0.8163572387574909,1066,13,7.288633333333333,Regression,0,8,3,240,0
1365,:tpot,:tabular_regression,6512cec02dae03db08872d6c,solar_flare.csv,0.056662,9.0,9.0,0.8092263500812409,0.8036131515752545,1066,13,142.04635000000002,Regression,0,8,3,240,0
1366,:gama,:tabular_regression,6512cec02dae03db08872d6c,solar_flare.csv,0.056662,9.0,9.0,0.8024265324186385,0.7968605008472691,1066,13,217.2896,Regression,0,8,3,240,0
1367,:flaml,:tabular_regression,6512cec02dae03db08872d6c,solar_flare.csv,0.056662,9.0,9.0,0.8098346801915418,0.804217262003799,1066,13,240.90523333333334,Regression,0,8,3,240,0
1368,:mljar,:tabular_regression,6512cec02dae03db08872d6c,solar_flare.csv,0.056662,9.0,9.0,1.0069849510239888,1.0,1066,13,247.97373333333334,Regression,0,8,3,240,0
1369,:evalml,:tabular_regression,65130cc82dae03db08872d76,geographical_origin_of_music.csv,1.181282,9.0,9.0,2.175798283379239,0.12082769295669267,1059,118,3.6182333333333334,Regression,0,0,117,240,0
1370,:autokeras,:tabular_regression,65130cc82dae03db08872d76,geographical_origin_of_music.csv,1.181282,9.0,9.0,18.007447052383046,1.0,1059,118,5.818250000000001,Regression,0,0,117,240,0
1371,:pycaret,:tabular_regression,65130cc82dae03db08872d76,geographical_origin_of_music.csv,1.181282,9.0,9.0,1.9888124063036474,0.11044388471715398,1059,118,6.2695,Regression,0,0,117,240,0
1372,:lama,:tabular_regression,65130cc82dae03db08872d76,geographical_origin_of_music.csv,1.181282,9.0,9.0,0.01093298230464033,0.0006071367180942784,1059,118,7.743733333333334,Regression,0,0,117,240,0
1373,:autogluon,:tabular_regression,65130cc82dae03db08872d76,geographical_origin_of_music.csv,1.181282,9.0,9.0,2.782207928832661,0.1545031853065742,1059,118,10.944216666666668,Regression,0,0,117,240,0
1374,:gama,:tabular_regression,65130cc82dae03db08872d76,geographical_origin_of_music.csv,1.181282,9.0,9.0,3.332698412423114,0.1850733423082355,1059,118,216.20988333333335,Regression,0,0,117,240,0
1375,:mljar,:tabular_regression,65130cc82dae03db08872d76,geographical_origin_of_music.csv,1.181282,9.0,9.0,2.39799967403748,0.13316710953317154,1059,118,225.76626666666667,Regression,0,0,117,240,0
1376,:flaml,:tabular_regression,65130cc82dae03db08872d76,geographical_origin_of_music.csv,1.181282,9.0,9.0,1.5363434829817881,0.0853171178853181,1059,118,240.68646666666666,Regression,0,0,117,240,0
1377,:tpot,:tabular_regression,65130cc82dae03db08872d76,geographical_origin_of_music.csv,1.181282,9.0,9.0,0.00010000700541469398,5.553647061894839e-06,1059,118,244.6077,Regression,0,0,117,240,0
1378,:pycaret,:tabular_regression,6513d3452dae03db08872d80,concrete_compressive_strength.csv,0.059338999999999996,9.0,9.0,4.089364117437685,0.2593662657760863,1030,9,1.3374166666666667,Regression,0,0,9,240,0
1379,:evalml,:tabular_regression,6513d3452dae03db08872d80,concrete_compressive_strength.csv,0.059338999999999996,9.0,9.0,4.904992282099408,0.31109715235281515,1030,9,2.7965,Regression,0,0,9,240,0
1380,:lama,:tabular_regression,6513d3452dae03db08872d80,concrete_compressive_strength.csv,0.059338999999999996,9.0,9.0,4.336503062768014,0.2750409534628192,1030,9,3.327183333333333,Regression,0,0,9,240,0
1381,:autokeras,:tabular_regression,6513d3452dae03db08872d80,concrete_compressive_strength.csv,0.059338999999999996,9.0,9.0,15.766754034883155,1.0,1030,9,4.709066666666667,Regression,0,0,9,240,0
1382,:autogluon,:tabular_regression,6513d3452dae03db08872d80,concrete_compressive_strength.csv,0.059338999999999996,9.0,9.0,4.486332019191294,0.28454379444656197,1030,9,6.460633333333333,Regression,0,0,9,240,0
1383,:gama,:tabular_regression,6513d3452dae03db08872d80,concrete_compressive_strength.csv,0.059338999999999996,9.0,9.0,4.191029816881953,0.2658143716588404,1030,9,216.35363333333333,Regression,0,0,9,240,0
1384,:mljar,:tabular_regression,6513d3452dae03db08872d80,concrete_compressive_strength.csv,0.059338999999999996,9.0,9.0,4.105756259437696,0.26040593075492363,1030,9,238.4367,Regression,0,0,9,240,0
1385,:tpot,:tabular_regression,6513d3452dae03db08872d80,concrete_compressive_strength.csv,0.059338999999999996,9.0,9.0,4.317723991118093,0.2738498984359967,1030,9,240.24114999999998,Regression,0,0,9,240,0
1386,:flaml,:tabular_regression,6513d3452dae03db08872d80,concrete_compressive_strength.csv,0.059338999999999996,9.0,9.0,3.7375252146380378,0.23705102561814245,1030,9,240.97318333333334,Regression,0,0,9,240,0
1387,:pycaret,:tabular_regression,65141c142dae03db08872d8a,energy_efficiency.csv,0.040138,9.0,9.0,0.4458976996459553,0.14204134335273846,768,10,1.1085500000000001,Regression,0,0,9,240,0
1388,:evalml,:tabular_regression,65141c142dae03db08872d8a,energy_efficiency.csv,0.040138,9.0,9.0,0.6224978770754895,0.19829757983554658,768,10,2.7325500000000003,Regression,0,0,9,240,0
1389,:lama,:tabular_regression,65141c142dae03db08872d8a,energy_efficiency.csv,0.040138,9.0,9.0,0.36129103883801955,0.11508977179879068,768,10,3.9407833333333335,Regression,0,0,9,240,0
1390,:autokeras,:tabular_regression,65141c142dae03db08872d8a,energy_efficiency.csv,0.040138,9.0,9.0,3.139210663043611,1.0,768,10,8.114433333333332,Regression,0,0,9,240,0
1391,:autogluon,:tabular_regression,65141c142dae03db08872d8a,energy_efficiency.csv,0.040138,9.0,9.0,0.4256821883991224,0.13560166363171172,768,10,9.651399999999999,Regression,0,0,9,240,0
1392,:tpot,:tabular_regression,65141c142dae03db08872d8a,energy_efficiency.csv,0.040138,9.0,9.0,0.36747440259554365,0.11705949107577894,768,10,97.75150000000001,Regression,0,0,9,240,0
1393,:gama,:tabular_regression,65141c142dae03db08872d8a,energy_efficiency.csv,0.040138,9.0,9.0,0.3900525737038236,0.12425179943981507,768,10,216.68336666666667,Regression,0,0,9,240,0
1394,:mljar,:tabular_regression,65141c142dae03db08872d8a,energy_efficiency.csv,0.040138,9.0,9.0,0.34339745666437704,0.10938974587052314,768,10,238.91465000000002,Regression,0,0,9,240,0
1395,:flaml,:tabular_regression,65141c142dae03db08872d8a,energy_efficiency.csv,0.040138,9.0,9.0,0.3329352723723373,0.10605700225595596,768,10,241.14873333333335,Regression,0,0,9,240,0
1396,:pycaret,:tabular_regression,65145e152dae03db08872d94,student_performance_por.csv,0.11205,9.0,9.0,1.1788085709352452,0.33745639317206094,649,33,1.5697166666666669,Regression,0,17,14,240,0
1397,:lama,:tabular_regression,65145e152dae03db08872d94,student_performance_por.csv,0.11205,9.0,9.0,1.1990128751556262,0.34324025986328416,649,33,1.6796499999999999,Regression,0,17,14,240,0
1398,:evalml,:tabular_regression,65145e152dae03db08872d94,student_performance_por.csv,0.11205,9.0,9.0,1.2032649662294674,0.3444575018757673,649,33,2.9158833333333334,Regression,0,17,14,240,0
1399,:autogluon,:tabular_regression,65145e152dae03db08872d94,student_performance_por.csv,0.11205,9.0,9.0,1.3274433187722803,0.3800059191441451,649,33,4.8595,Regression,0,17,14,240,0
1400,:autokeras,:tabular_regression,65145e152dae03db08872d94,student_performance_por.csv,0.11205,9.0,9.0,3.493217478722351,1.0,649,33,11.850050000000001,Regression,0,17,14,240,0
1401,:tpot,:tabular_regression,65145e152dae03db08872d94,student_performance_por.csv,0.11205,9.0,9.0,1.2052191978877806,0.345016937888617,649,33,196.34873333333334,Regression,0,17,14,240,0
1402,:gama,:tabular_regression,65145e152dae03db08872d94,student_performance_por.csv,0.11205,9.0,9.0,1.2212857917140996,0.34961630621428885,649,33,216.27771666666666,Regression,0,17,14,240,0
1403,:mljar,:tabular_regression,65145e152dae03db08872d94,student_performance_por.csv,0.11205,9.0,9.0,1.2434443478313961,0.35595961471204696,649,33,225.70393333333334,Regression,0,17,14,240,0
1404,:flaml,:tabular_regression,65145e152dae03db08872d94,student_performance_por.csv,0.11205,9.0,9.0,1.1998702509171248,0.3434856999959759,649,33,247.0024,Regression,0,17,14,240,0
1405,:lama,:tabular_regression,651514b82dae03db08872d9e,forest_fires.csv,0.027546,9.0,9.0,108.54191409156377,0.9704226931646265,517,13,0.7995833333333333,Regression,0,2,11,240,0
1406,:pycaret,:tabular_regression,651514b82dae03db08872d9e,forest_fires.csv,0.027546,9.0,9.0,109.6805609119343,0.9806028039838919,517,13,0.9319500000000001,Regression,0,2,11,240,0
